468.9	487.1	472.7
495.1	488.6	478.7
495.6	489.2	480.4
508	506	498.7
510.1	507.8	500.1
510.6	508.4	500.7
523.6	516.9	508.7
524.3	517.5	509.1
524.9	520	512.2
526.3	520.7	512.8
525.7	520.6	512
526.4	521.5	513
535.2	530.5	524.1
537.2	532.7	526
534.4	544.5	533.1
542	549.9	540.3
553.6	558.9	551.4
555.7	560.8	552.4
559.7	565.7	553.8
561.5	566.9	554.8
